"","binomial","X","Species.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Authority","Infraspecific.rank","Infraspecific.name","Infraspecific.authority","Stock.subpopulation","Synonyms","Common.names..Eng.","Common.names..Fre.","Common.names..Spa.","Red.List.status","Red.List.criteria","Red.List.criteria.version","Year.assessed","Population.trend","Petitioned","mating_system","sex_dim","ref.matsys","ref.sexdim","male_svl_cm","female_svl_cm","male_body_mass_g","female_body_mass_g","ref.svl.male","ref.svl.female","ref.body_mass.male","ref.body_mass.female","shape_Leng","shape_Area","han_MorR","sex_role.liker","malepolyfreq.liker","malepolyscore.liker","fempolyfreq.liker","fempolyscore.liker","parentalcare_bias.liker","malecareduration.liker","femcareduration.liker","breedingdens.liker","EPP.freq.liker","body.size.pip","latitude.pip","sex.size.dim","ref.sex.size.dim","body_mass_adult","ref_body_mass","sex.sel.traits","ref.sex.sel.t","comments","ASR","ref.asr"
"27909","Nanorana liebigii",27909,58428,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","liebigii","(Günther, 1860)",NA,NA,NA,NA,"Megalophrys gigas  |Paa liebigii  ",NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,7.79,8.31,NA,NA,"nali","nali",NA,NA,47.15399,24.28765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27915","Nanorana parkeri",27915,58392,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","parkeri","(Stejneger, 1927)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,"Monoandry","Sexes shaped differently","liao","(Ma & Lu, 2009)",5.205,5.295,NA,NA,"han, liao","han, liao",NA,NA,49.7225,34.61749,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked individuals: 363 males and 143 females (CCI 31/10/2018)",0.39,"(Ma & Lu, 2009)"
"27916","Nanorana pleskei",27916,58393,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","pleskei","Günther, 1896",NA,NA,NA,NA,NA,"Tibetan Frog, Plateau Frog, Pleske's High Altitude Frog, Songpan Slow Frog",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.66,3.73,NA,NA,"han","han",NA,NA,19.30656,13.54896,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27921","Nanorana taihangnica",27921,58441,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","taihangnica","(Chen and Jiang, 2002)",NA,NA,NA,NA,"Chaparana taihangnicus  |Nanorana taihangnicus  |Paa taihangnicus  ",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,6.69,8.08,NA,NA,"nali","nali",NA,NA,0.1188021,0.001123123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27922","Nanorana unculuanus",27922,58248,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","unculuanus","(Liu, Hu & Yang, 1960)",NA,NA,NA,NA,"Chaparana unculuanus  ","Yunnan Asian Frog",NA,NA,"EN","A2ad",3.1,2004,"decreasing",NA,NA,NA,NA,NA,7.46,7.79,NA,NA,"han","han",NA,NA,8.902133,3.52609,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27923","Nanorana ventripunctata",27923,58394,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","ventripunctata","Fei and Huang, 1985",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.41,4.94,NA,NA,"han","han",NA,NA,10.50924,2.69535,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27925","Nanorana yunnanensis",27925,58445,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","yunnanensis","(Anderson, 1879)",NA,NA,NA,NA,"Paa yunnanensis  |Rana phrynoides  |Rana sichuanensis  ","Yunnan Spiny Frog, Yunnan Paa Frog",NA,NA,"EN","A2acd",3.1,2004,"decreasing",NA,NA,NA,NA,NA,9.55,9.5,NA,NA,"han","han",NA,NA,41.9581,49.96303,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27985","Natalobatrachus bonebergi",27985,58076,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","PYXICEPHALIDAE","Natalobatrachus","bonebergi","Hewitt & Methuen, 1912",NA,NA,NA,NA,NA,"Kloof Frog, Boneberg's Frog, Gloomy Kloof Frog, Kloofpadda, Natal Diving Frog, Natal Frog ",NA,NA,"EN","B2ab(ii,iii)",3.1,2016,"decreasing",NA,NA,NA,NA,NA,2.5,3.7,NA,NA,"nali","nali",NA,NA,0.4850951,0.01824664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29103","Nyctimantis rugiceps",29103,55765,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Nyctimantis","rugiceps","Boulenger, 1882",NA,NA,NA,NA,NA,"Brown-eyed Treefrog",NA,"Rana Arbórea de Canelos","LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,6.19,6.13,NA,NA,"han","han",NA,NA,8.490239,2.848153,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29120","Nyctimystes cheesmani",29120,55767,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Nyctimystes","cheesmani","Tyler, 1964",NA,NA,NA,NA,"Litoria cheesmani|Nyctimystes cheesmanae",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4,6,NA,NA,"nali","nali",NA,NA,14.02334,1.516268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29124","Nyctimystes foricula",29124,55771,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Nyctimystes","foricula","Tyler, 1963",NA,NA,NA,NA,"Litoria foricula",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4,5,NA,NA,"nali","nali",NA,NA,11.72116,3.192826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29129","Nyctimystes kubori",29129,55775,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Nyctimystes","kubori","Zweifel, 1958",NA,NA,NA,NA,"Litoria kubori",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.5,6,NA,NA,"nali","nali",NA,NA,18.61485,4.284705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29134","Nyctimystes papua",29134,55780,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Nyctimystes","papua","(Boulenger, 1897)",NA,NA,NA,NA,"Litoria papua|Nyctimantis papua",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5,6,NA,NA,"nali","nali",NA,NA,0.5045569,0.02025813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29183","Nymphargus griffithsi",29183,54965,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","CENTROLENIDAE","Nymphargus","griffithsi","(Goin, 1961)",NA,NA,NA,NA,"Centrolenella griffithsi|Cochranella griffithsi","Ecuador Cochran Frog, Pepper Glassfrog",NA,NA,"VU","B1ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.41,2.34,NA,NA,"han","han",NA,NA,17.78881,0.7258916,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29220","Occidozyga laevis",29220,58410,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Occidozyga","laevis","(Günther, 1858)",NA,NA,NA,NA,NA,"Common Puddle Frog, Puddle Frog, Yellow Bellied Puddle Frog",NA,NA,"LC",NA,3.1,2014,"stable",NA,NA,NA,NA,NA,2.44,3.26,NA,NA,"han","han",NA,NA,198.1654,41.82091,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29221","Occidozyga lima",29221,58411,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Occidozyga","lima","(Gravenhorst, 1829)",NA,NA,NA,NA,"Houlema obscura  |Osteosternum amoyense  |Rana lima","Green Puddle Frog, Java Frog, Pearly Skin Puddle Frog, Pointed-tongued Floating Frog, Puddle Frog",NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,2.12,2.76,NA,NA,"han","han",NA,NA,415.4742,223.0709,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29223","Occidozyga martensii",29223,58413,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Occidozyga","martensii","(Peters, 1867)",NA,NA,NA,NA,NA,"Marten's Oriental Frog, Round-tongued Floating Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,2.04,2.5,NA,NA,"han","han",NA,NA,161.3007,130.0941,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29332","Odontophrynus americanus",29332,57186,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ODONTOPHRYNIDAE","Odontophrynus","americanus","(Duméril & Bibron, 1841)",NA,NA,NA,NA,"Pyxicephalus americanus","Common Lesser Escuerzo, American Ground Frog",NA,"Escuercito","LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,4.601,5.1,NA,NA,"nali","nali",NA,NA,141.1589,303.9965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29354","Odorrana andersonii",29354,58543,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","andersonii","(Boulenger, 1882)",NA,NA,NA,NA,"Polypedates yunnanensis  |Rana andersonii","Golden Crossband Frog, Anderson's Frog, Yunnan Odorous Frog",NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,6.35,7.73,NA,NA,"han","han",NA,NA,43.38277,56.33921,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29358","Odorrana banaorum",29358,58555,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","banaorum","(Bain, Lathrop, Murphy, Orlov & Ho, 2003)",NA,NA,NA,NA,"Rana banaorum",NA,NA,NA,"LC",NA,3.1,2017,"decreasing",NA,NA,NA,NA,NA,4.85,9.1,NA,NA,"han","han",NA,NA,41.63994,2.648185,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29360","Odorrana chapaensis",29360,58204,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","chapaensis","(Bourret, 1937)",NA,NA,NA,NA,"Amolops chapaensis  |Amolops macrorhynchus  |Rhacophorus buergeri subspecies chapaensis","Vietnam Sucker Frog, Chapa Torrent Frog",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,8.11,9.22,NA,NA,"han","han",NA,NA,9.448104,2.492647,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29361","Odorrana chloronota",29361,58576,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","chloronota","(Günther, 1876)",NA,NA,NA,NA,"Huia chloronota|Polypedates chloronotus|Rana chloronota  ","Chloronate Huia Frog, Copper-cheeked Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.6,9.2,NA,NA,"han","han",NA,NA,188.2928,154.1502,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29365","Odorrana grahami",29365,58607,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","grahami","(Boulenger, 1917)",NA,NA,NA,NA,"Rana grahami","Yunnanfu Frog, Diskless-fingered Odorous Frog, Graham Frog",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,"Monoandry",NA,"liao",NA,7.43,9.33,NA,NA,"han","han",NA,NA,30.13979,31.20081,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on collected individuals: 189 males and 173 females (CCI 31/10/2018)",0.52,"(Liu et al., 2018)"
"29369","Odorrana hosii",29369,58618,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","hosii","(Boulenger, 1891)",NA,NA,NA,NA,"Rana hosii","Hose's Frog, Green Tree Frog, Mount Dulit Frog, Poisonous Rock Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.38,9.24,NA,NA,"han","han",NA,NA,149.7266,79.02599,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29372","Odorrana jingdongensis",29372,58627,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","jingdongensis","Fei, Ye & Li, 2001",NA,NA,NA,NA,"Rana hmongorum|Rana jingdongensis",NA,NA,NA,"VU","A2acd",3.1,2008,"decreasing",NA,NA,NA,NA,NA,7.48,9.7,NA,NA,"han","han",NA,NA,14.06061,9.798747,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29373","Odorrana junlianensis",29373,58631,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","junlianensis","Huang, Fei & Ye in Fei and Ye, 2001",NA,NA,NA,NA,"Rana junlianensis","Junlian Odorous Frog",NA,NA,"VU","B1ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,7.61,9.75,NA,NA,"han","han",NA,NA,5.745765,1.37243,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29377","Odorrana livida",29377,58645,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","livida","(Blyth, 1856)",NA,NA,NA,NA,"Polypedates lividus|Rana livida","Green Cascade Frog, Bright Frog, Green Mountain Frog, Large-eared Rock Frog, Large Odorous Frog, Tenasserim Frog",NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.65,10.04,NA,NA,"han","han",NA,NA,0.09582946,0.000730764,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29379","Odorrana margaretae",29379,58660,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","margaretae","(Liu, 1950)",NA,NA,NA,NA,"Rana margaretae","Margareta's Frog, Green Odorous Frog, Margaret Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,8.14,10.34,NA,NA,"han","han",NA,NA,44.66875,55.77254,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29382","Odorrana morafkai",29382,58673,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","morafkai","(Bain, Lathrop, Murphy, Orlov & Ho, 2003)",NA,NA,NA,NA,"Rana morafkai","Morafkai Frog",NA,NA,"LC",NA,3.1,2016,"decreasing",NA,NA,NA,NA,NA,4.25,9,NA,NA,"han","han",NA,NA,133.8202,12.45898,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29387","Odorrana schmackeri",29387,58711,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","schmackeri","(Boettger, 1892)",NA,NA,NA,NA,"Rana schmackeri","Schmacker's Frog, Kaochahien Frog, Piebald Odorous Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.08,7.68,NA,NA,"han","han",NA,NA,58.34484,129.9809,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29391","Odorrana swinhoana",29391,58727,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","swinhoana","(Boulenger, 1903)",NA,NA,NA,NA,"Rana swinhoana|Rana taiwaniana","Bangkimtsing Frog, Brown-backed Odorous Frog, Swinhoe's Brown Frog, Taiwan Odorous Frog, Taiwan Sucker Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,6.03,7.35,NA,NA,"han","han",NA,NA,8.040772,1.920542,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29392","Odorrana tiannanensis",29392,58737,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","tiannanensis","(Yang & Li, 1980)",NA,NA,NA,NA,"Rana heatwolei|Rana megatympanum|Rana tabaca|Rana tiannanensis","Dawei Frog, Tiannan Odorous Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.2,10,NA,NA,"han","han",NA,NA,10.62679,3.789129,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29393","Odorrana tormota",29393,58226,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","tormota","(Wu, 1977)",NA,NA,NA,NA,"Amolops tormotus|Odorrana tormotus|Rana tormotus","Anhui Sucker Frog, Concave-eared Frog, Concave-eared Torrent Frog, Sunken-ear Frog",NA,NA,"VU","B1ab(iii)+2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.38,5.95,NA,NA,"han","han",NA,NA,4.137175,1.091269,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29396","Odorrana versabilis",29396,58745,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Odorrana","versabilis","(Liu & Hu, 1962)",NA,NA,NA,NA,"Rana versabilis","Kwangsi Frog, Bamboo-leaf Frog, Bamboo Leaf Odorous Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.64,6.23,NA,NA,"han","han",NA,NA,22.63353,16.74872,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29762","Oophaga granulifera",29762,55186,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Oophaga","granulifera","(Taylor, 1958)",NA,NA,NA,NA,"Dendrobates granulifer  |Dendrobates granuliferus  |Ranitomeya granuliferus","Granular Poison Frog, Granular Poison-arrow Frog, Granulated Poison-dart Frog",NA,NA,"VU","B1ab(iii)",3.1,2008,"decreasing",NA,NA,NA,NA,NA,2.07,2.08,NA,NA,"han","han",NA,NA,8.523374,0.4567134,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29763","Oophaga histrionica",29763,55187,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Oophaga","histrionica","(Berthold, 1845)",NA,NA,NA,NA,"Dendrobates histrionicus  |Oophaga histrionicus  ","Harlequin Poison Frog, Common Poison-arrow Frog, Red-and-black Poison Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,"Sexes alike",NA,"adw",3.3,3.27,NA,NA,"han","han",NA,NA,9.185164,1.813636,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 31/10/2018)  ",NA,NA
"29764","Oophaga lehmanni",29764,55190,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Oophaga","lehmanni","(Myers & Daly, 1976)",NA,NA,NA,NA,"Dendrobates lehmanni  ","Lehmann's Poison Frog, Red-banded Poison Frog",NA,NA,"CR","B2ab(iii)",3.1,2004,"decreasing",NA,NA,"Sexes alike",NA,"adw",3.34,3.29,NA,NA,"han","han",NA,NA,0.7948082,0.01962945,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 31/10/2018)",NA,NA
"29766","Oophaga pumilio",29766,55196,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Oophaga","pumilio","(Schmidt, 1857)",NA,NA,NA,NA,"Dendrobates galindoi|Dendrobates ignitus|Dendrobates pumilio  |Dendrobates typographicus|Dendrobates typographus|Hylaplesia ignita|Hylaplesia pumilio|Hylaplesia typographa","Strawberry Poison Frog, Flaming Poison-arrow Frog, Flaming Poison Frog, Red-and-blue Poison Frog, Strawberry Poison-dart Frog",NA,NA,"LC",NA,3.1,2015,"unknown",NA,"Polygynandrous (promiscuous)","Sexes shaped differently","adw","(Folt etal., 2018)",2.09,2.07,NA,NA,"han","han",NA,NA,22.28488,5.134948,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on 85 surveys from marked individuals: 658 males and 1645 females (CCI 31/10/2018)",0.28,"(Folt et al., 2018)"
"29767","Oophaga speciosa",29767,55201,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Oophaga","speciosa","(Schmidt, 1857)",NA,NA,NA,NA,"Dendrobates speciosus  |Dendrobates speciosus  |Oophaga speciosus  ","Splendid Poison Frog",NA,NA,"EN","B1ab(iii)",3.1,2010,"unknown",NA,NA,NA,NA,NA,2.84,2.91,NA,NA,"han","han",NA,NA,0.7567195,0.03088571,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29866","Ophryophryne microstoma",29866,57586,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Ophryophryne","microstoma","Boulenger, 1903",NA,NA,NA,NA,"Ophryophryne poilani  ","Asian Mountain Toad ",NA,NA,"LC",NA,3.1,2017,"decreasing",NA,NA,NA,NA,NA,3.06,4.73,NA,NA,"han","han",NA,NA,154.1538,9.778429,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30004","Oreobates quixensis",30004,57105,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","CRAUGASTORIDAE","Oreobates","quixensis","Jiménez de la Espada, 1872",NA,NA,NA,NA,"Borborocoetes  quixensis|Eupsophus  quixensis |Ischnocnema quixensis|Leptodactylus  tuberculosus","Common Big-headed Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.38,5.76,NA,NA,"han","han",NA,NA,42.6202,120.5931,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30062","Oreolalax chuanbeiensis",30062,57588,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Oreolalax","chuanbeiensis","Tian, 1983",NA,NA,NA,NA,NA,NA,NA,NA,"EN","B1ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.3,5.67,NA,NA,"han","han",NA,NA,2.538436,0.3167695,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30064","Oreolalax jingdongensis",30064,57590,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Oreolalax","jingdongensis","Hu, Yang and Li, 1983",NA,NA,NA,NA,NA,NA,NA,NA,"VU","B1ab(iii)+2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.43,5.26,NA,NA,"han","han",NA,NA,3.947345,1.127687,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30065","Oreolalax liangbeiensis",30065,57591,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Oreolalax","liangbeiensis","Liu and Fei, 1979",NA,NA,NA,NA,NA,NA,NA,NA,"CR","B1ab(iii,v)+2ab(iii,v); C2a(ii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.16,6,NA,NA,"han","han",NA,NA,0.2999333,0.007158606,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30066","Oreolalax lichuanensis",30066,57592,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Oreolalax","lichuanensis","Hu & Fei, 1979",NA,NA,NA,NA,NA,"Lichuan Toothed Toad, Lichuan Lazy Toad",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.87,5.91,NA,NA,"han","han",NA,NA,16.27603,8.44408,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30067","Oreolalax major",30067,57593,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Oreolalax","major","(Liu and Hu, 1960)",NA,NA,NA,NA,NA,NA,NA,NA,"VU","B2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,6.46,6.75,NA,NA,"han","han",NA,NA,7.8679,2.511394,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
