species,order,family,asr,b.mass,chick.brd,chick.brd.abs,chick.dfc,chick.dur,chick.feed,chick.feed.abs,clutch.num,clutch.size,dev.mod,egg.mass,epb,epy,f.mass,f.tail,f.tarsus,f.wing,femmor.a,fpg,fpg.scr,inc,inc.abs,inc.dur,m.mass,m.tail,m.tarsus,m_displ,m.wing,malmor.a,mating.system,mortality,mpg,mpg.scr,nest.bld,nest.bld.abs,nest.dur,nest.grd,pl.back,pl.belly,pl.extra,pl.head,pl.latitude,pl.mean,pl.median,pl.tail,pl.total,pl.wings,post.dur,postf.feed,postf.feed.abs,postf.grd,postf.grd.abs,testes,unsexed.mass,unsexed.tail,unsexed.tarsus,unsexed.wing
Ramphastos_dicolorus,Piciformes,Ramphastidae,NA,331,NA,NA,NA,40,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,331,NA,NA,NA
Ramphastos_sulfuratus,Piciformes,Ramphastidae,NA,410.25,NA,NA,NA,44.5,2,NA,NA,2,0,NA,NA,NA,390.5,NA,NA,NA,NA,0,0,2,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,409.69,NA,NA,NA
Ramphastos_swainsonii,Piciformes,Ramphastidae,NA,678.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,651.68,NA,NA,NA
Ramphastos_toco,Piciformes,Ramphastidae,NA,618,NA,NA,NA,47.5,2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,617.99,NA,NA,NA
Ramphastos_tucanus,Piciformes,Ramphastidae,NA,595,2,NA,NA,48.5,2,NA,NA,2.45,1,NA,NA,NA,558.8,NA,NA,NA,NA,0,0,1,NA,15.3,624,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1,0,NA,0.166666667,NA,0,1,0,NA,NA,NA,NA,NA,NA,659.58,NA,NA,NA
Ramphastos_vitellinus,Piciformes,Ramphastidae,NA,343.5,NA,NA,NA,41,2,NA,NA,2.9,1,NA,NA,NA,324,NA,NA,NA,NA,0,0,1,NA,17,363,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,19,2,NA,NA,NA,NA,360.36,NA,NA,NA
Ramphocaenus_melanurus,Passeriformes,Polioptilidae,NA,9.7,NA,NA,NA,NA,NA,NA,NA,2,NA,1.15,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.18,9.933333333,NA,NA,NA
Ramphocelus_bresilius,Passeriformes,Thraupidae,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,2,NA,2,NA,1.8,NA,1,9,2,NA,NA,NA,NA,NA,NA,32.9,NA,NA,NA
Ramphocelus_carbo,Passeriformes,Thraupidae,NA,26,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,25.96,NA,NA,NA
Ramphocelus_costaricensis,Passeriformes,Thraupidae,NA,NA,NA,NA,NA,12,1,NA,NA,NA,0,NA,55,NA,32.2,NA,NA,NA,NA,NA,NA,0,NA,12.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,1,NA,1,NA,1.2,NA,1,6,1,NA,NA,NA,NA,NA,NA,31.25,NA,NA,NA
Ramphocelus_dimidiatus,Passeriformes,Thraupidae,NA,28,NA,NA,NA,10.5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
Ramphocelus_flammigerus,Passeriformes,Thraupidae,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,1,NA,1,NA,1.2,NA,1,6,1,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
Ramphocelus_icteronotus,Passeriformes,Thraupidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
Ramphocelus_melanogaster,Passeriformes,Thraupidae,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
Ramphocelus_nigrogularis,Passeriformes,Thraupidae,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,0,NA,0.4,NA,0,2,1,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
Ramphocelus_passerinii,Passeriformes,Thraupidae,NA,32,NA,NA,NA,11.2,1,0,NA,2,NA,3.6,NA,NA,30.2,NA,NA,NA,NA,NA,NA,0,0,11.5,31.9,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,0.73,31.96666667,NA,NA,NA
Ramphocelus_sanguinolentus,Passeriformes,Thraupidae,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
Ramphocinclus_brachyurus,Passeriformes,Mimidae,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
Ramphodon_naevius,Caprimulgiformes,Trochilidae,NA,7.9,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,-1,0.166666667,0,0,2,0,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA
Ramphomicron_dorsale,Caprimulgiformes,Trochilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,1.5,2,1,7,2,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA
Ramphomicron_microrhynchum,Caprimulgiformes,Trochilidae,NA,3.6,NA,NA,NA,NA,NA,NA,NA,2,NA,0.66,NA,NA,3.3,NA,NA,NA,NA,NA,NA,0,NA,16,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,1,2,-2,6,2,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA
Ramphotrigon_fuscicauda,Passeriformes,Tyrannidae,NA,18.6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA
Ramphotrigon_megacephalum,Passeriformes,Tyrannidae,NA,14.2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA
Ramphotrigon_ruficauda,Passeriformes,Tyrannidae,NA,18.4,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA
Ramsayornis_fasciatus,Passeriformes,Meliphagidae,NA,12.75,NA,NA,NA,NA,2,NA,NA,1.873333333,NA,1.89,NA,NA,12.3,49.1,16.9,67.5,NA,NA,NA,2,0,NA,13.2,49.7,17.3,NA,70.9,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,12.74,NA,NA,NA
Ramsayornis_modestus,Passeriformes,Meliphagidae,NA,12.1,NA,NA,NA,13.1,2,NA,NA,2.003333333,0,1.69,NA,NA,8.5,41.8,16.1,64.5,NA,NA,NA,0,NA,15,12.6,43.5,16,NA,65.6,NA,NA,NA,NA,NA,2,NA,4,NA,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,12.1,NA,NA,NA
Randia_pseudozosterops,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
Recurvirostra_americana,Charadriiformes,Recurvirostridae,NA,304.5,2,NA,3,27,0,1,1,3.815,2,28.7,NA,NA,307.2,NA,90.3,217.7,NA,0,0,2,NA,26.4,317.9333333,NA,91.3,NA,222.4,NA,NA,NA,0,0,2,NA,NA,3,0,0,1,0,1,0.166666667,0,0,1,0,NA,NA,NA,NA,NA,NA,304.48,NA,NA,NA
Recurvirostra_andina,Charadriiformes,Recurvirostridae,NA,361,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,245.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,361,NA,NA,NA
Recurvirostra_avosetta,Charadriiformes,Recurvirostridae,NA,304,2,NA,2,38.5,NA,1,NA,3.763333333,2,31.7,NA,NA,NA,83.2,82.4,225,NA,0,0,2,0,23.5,NA,84.5,88.9,NA,226,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,305,NA,NA,NA
Recurvirostra_novaehollandiae,Charadriiformes,Recurvirostridae,NA,325,2,NA,NA,NA,2,NA,NA,3.933333333,1,NA,NA,NA,322.8,83.3,86.3,232,NA,0,0,2,0,24,325.9,82,88.9,1,233.3,NA,NA,NA,0,0,NA,NA,NA,2,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,325,NA,NA,NA
Regulus_calendula,Passeriformes,Reguliidae,NA,6.2,0,NA,NA,16,2,NA,NA,7.663333333,0,0.82,NA,NA,6.15,44.6,18.15,55.47,NA,0,0,0,NA,13,6.7,47.6,18.7,NA,58.4,NA,2,NA,0,0,0,NA,5,NA,0,2,0,2,1,0,0.666666667,0,1,0,10,4,NA,NA,NA,0.12,6.19,NA,NA,NA
Regulus_goodfellowi,Passeriformes,Reguliidae,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA
Regulus_ignicapilla,Passeriformes,Reguliidae,NA,5.6,0,NA,NA,21,2,NA,NA,7.633333333,NA,0.73,NA,NA,5.4,39.2,16.4,50.2,NA,0,0,0,NA,14.5,5.8,40.7,16.9,NA,53.3,NA,NA,NA,0,0,0,NA,20,NA,0,0,0,0,1,0,0,0,0,0,13,2,NA,NA,NA,NA,5.6,NA,NA,NA
Regulus_madeirensis,Passeriformes,Reguliidae,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,20,NA,0,0,0,0,1,0,0,0,0,0,27,2,NA,NA,NA,NA,5.6,NA,NA,NA
Regulus_regulus,Passeriformes,Reguliidae,NA,5.55,0,NA,NA,19,2,NA,2,9.24,0,0.77,NA,NA,5.633333333,39.9,16.4,52.4,0.76,0,0,0,NA,16,5.8,41.3,16.8,NA,54.4,0.64,NA,0.7,0,0,3,NA,12,NA,0,0,0,0,1,0,0,0,0,0,15.2,3,NA,NA,NA,NA,5.54,NA,NA,NA
Regulus_satrapa,Passeriformes,Reguliidae,NA,6.2,0,NA,NA,18.5,2,NA,NA,8.32,0,0.76,NA,NA,6.1,NA,NA,NA,NA,0,0,0,NA,14.5,6.3,NA,NA,NA,NA,NA,2,NA,0,0,2,NA,5,NA,0,0,0,0,1,0,0,0,0,0,17,3,NA,NA,NA,0.14,6.045,NA,NA,57.33
Regulus_teneriffae,Passeriformes,Reguliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reinwardtipicus_validus,Piciformes,Picidae,NA,149,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.6,NA,0,3,0,NA,NA,NA,NA,NA,NA,149,NA,NA,NA
Reinwardtoena_browni,Columbiformes,Columbidae,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,304,NA,NA,NA
Reinwardtoena_crassirostris,Columbiformes,Columbidae,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,259,NA,NA,NA
Reinwardtoena_reinwardtsi,Columbiformes,Columbidae,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,275,NA,NA,NA
Remiz_consobrinus,Passeriformes,Remizidae,NA,9.1,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,2,0,-2,1,0,0.333333333,0,3,0,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA
Remiz_coronatus,Passeriformes,Remizidae,NA,6.9,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,2,1,0,2,1,0.5,0.833333333,0,3,0,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA
Remiz_macronyx,Passeriformes,Remizidae,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA
Remiz_pendulinus,Passeriformes,Remizidae,NA,9.3,4,NA,NA,22,4,NA,1.5,5.9,0,0.95,26.15,11.15,8.7,45,14.7,55.9,NA,0.31,4,4,NA,14,9.6,46.8,15,3,57,NA,NA,NA,0.55,4,2,NA,20,NA,1,2,0,2,1,0.5,0.833333333,0,3,0,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA
Rhabdornis_grandis,Passeriformes,Rhabdornithidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,32.35,NA,NA,NA
Rhabdornis_inornatus,Passeriformes,Rhabdornithidae,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA
Rhabdornis_mystacalis,Passeriformes,Rhabdornithidae,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0.166666667,0,1,0,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA
Rhagologus_leucostigma,Passeriformes,Pachycephalidae,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,0,-1,0,-0.5,-0.666666667,0,-5,-2,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA
Rhamphocoris_clotbey,Passeriformes,Alaudidae,NA,49.25,NA,NA,NA,NA,NA,NA,NA,3.9,NA,4.36,NA,NA,45,NA,22.9,122.3,NA,NA,NA,0,NA,NA,53.5,NA,23.3,NA,129.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0.5,0.5,0,2,1,NA,NA,NA,NA,NA,NA,49.06,NA,NA,NA
Rhamphomantis_megarhynchus,Cuculiformes,Cuculidae,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,2,0,-0.333333333,-1,-1,2,-1,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA
Rhaphidura_leucopygialis,Caprimulgiformes,Apodidae,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA
Rhaphidura_sabini,Caprimulgiformes,Apodidae,NA,16,NA,NA,NA,NA,NA,NA,NA,2.45,NA,1.42,NA,NA,19.2,45.7,8,127,NA,NA,NA,NA,NA,NA,19.9,45,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
Rhea_americana,Struthioniformes,Rheidae,NA,23000,4,NA,4,35,0,1,NA,22.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,1,1,1,1,-1,0.666666667,1,0,2,0,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA
Rhea_pennata,Struthioniformes,Rheidae,NA,23900,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,40,23900,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,23900,NA,NA,NA
Rhegmatorhina_berlepschi,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,0.5,NA,0,3,1,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
Rhegmatorhina_cristata,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,NA,-0.333333333,NA,0,-2,-1,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
Rhegmatorhina_gymnops,Passeriformes,Thamnophilidae,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,0.333333333,NA,0,2,0,NA,NA,NA,NA,NA,NA,28.48,NA,NA,NA
Rhegmatorhina_hoffmannsi,Passeriformes,Thamnophilidae,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,0,1,NA,-0.166666667,NA,0,-1,-1,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA
Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,NA,31,2,NA,NA,13,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,-0.2,NA,0,-1,-1,30,NA,NA,NA,NA,NA,31.195,NA,NA,NA
Rheinardia_ocellata,Galliformes,Phasianidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1,2,1,NA,1.333333333,NA,2,8,1,NA,NA,NA,NA,NA,NA,279,NA,NA,NA
Rhinocrypta_lanceolata,Passeriformes,Rhinocryptidae,NA,61.9,NA,NA,NA,14.5,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,61.9,NA,NA,NA
Rhinomyias_additus,Passeriformes,Muscicapidae,NA,22.5,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,22.495,NA,NA,NA
Rhinomyias_albigularis,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,35.66,NA,NA,NA
Rhinomyias_brunneatus,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,18.1,NA,NA,NA
Rhinomyias_colonus,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,23.14,NA,NA,NA
Rhinomyias_goodfellowi,Passeriformes,Muscicapidae,NA,31.7,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA
Rhinomyias_gularis,Passeriformes,Muscicapidae,NA,25.1,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,25.1,NA,NA,NA
Rhinomyias_insignis,Passeriformes,Muscicapidae,NA,28.7,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA
